date,recipient,amount,lobbyist,employer
01/15/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
10/29/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
01/14/2015,Burns,$1000.00,Terry Teele,"Rory Group, LLC."
05/22/2012,NA,$200.00,James Banks,Law Offices of Samuel V.P.Banks
02/26/2014,Hairston,$150.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
09/26/2013,Hairston,$500.00,Michael Sutton,"Infrastructure Engineering, Inc."
09/25/2014,Pawar,$500.00,Michael Houlihan,"ALL-CIRCO, Inc."
11/05/2014,Burke,$1500.00,Edward Kus,Taft Stettinius & Hollister LLP
09/19/2012,NA,$1000.00,Michael Sutton,Infrastructure Engineering Inc
04/30/2014,Austin,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
01/01/2013,O'Connor,$100.00,Joseph Gattuso,Shefsky & Froelich Ltd.
03/27/2014,Solis,$1000.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
04/16/2015,NA,$1000.00,Brendan Shiller,Lakeview Strategy Group
06/30/2012,Pawar,$500.00,Michael Houlihan,"ALL-CIRCO, Inc."
06/30/2012,Pawar,$500.00,Michael Houlihan,"ALL-CIRCO, Inc."
09/25/2013,O'Connor,$250.00,Joseph Gattuso,Shefsky & Froelich Ltd.
01/29/2014,Fioretti,$250.00,Edward Kus,Taft Stettinius & Hollister LLP
09/18/2013,NA,$250.00,Joseph Gattuso,Shefsky & Froelich Ltd.
01/21/2015,Laurino,$500.00,Edward Kus,Taft Stettinius & Hollister LLP
03/21/2013,Burnett,$1500.00,Kevin Wolfberg,"Schain Burney Ross & Citron, Ltd"
02/26/2014,Hairston,$150.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
06/30/2012,Reilly,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
02/26/2014,Hairston,$150.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
01/15/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
01/24/2013,Cardenas,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
04/30/2014,Burns,$75.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
06/18/2014,Mendoza,$250.00,Edward Kus,Taft Stettinius & Hollister LLP
08/11/2014,Arena,$250.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
01/24/2013,Cardenas,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
09/24/2014,NA,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
10/16/2014,Laurino,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
03/26/2015,O'Connor,$250.00,Kate Tragesser,Krieg DeVault LLP
09/30/2014,Pawar,$1250.00,Paul Rosenfeld,"Government Navigation Group, Inc"
06/12/2013,NA,$250.00,Mary Kay Bonoma,Illinois Restaurant Association
01/01/2013,O'Connor,$100.00,Joseph Gattuso,Shefsky & Froelich Ltd.
02/24/2014,NA,$150.00,Richard Joseph,Concessions International LLC
06/03/2014,Moreno,$500.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
05/19/2012,Fioretti,$100.00,Pat Doerr,Hospitality Business Assoc. of Chicago
09/18/2013,NA,$250.00,Joseph Gattuso,Shefsky & Froelich Ltd.
04/30/2014,Austin,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
06/14/2012,Waguespack,$250.00,James Banks,Law Offices of Samuel V.P.Banks
08/28/2014,Arena,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
02/06/2013,Hairston,$150.00,Edward Kus,Shefsky & Froelich Ltd.
01/31/2013,NA,$0.00,Robert Degnan,RTD LLC
11/21/2012,Reilly,$200.00,Michael Houlihan,"ALL-CIRCO, Inc."
09/19/2013,NA,$1000.00,James Banks,Law Offices of Samuel V.P.Banks
04/02/2014,Burke,$1500.00,John O'Connell,John  OConnell
10/20/2014,Burns,$500.00,Kevin Conlon,"Conlon & Dunn Public Strategies, Inc"
12/05/2012,Fioretti,$250.00,Edward Kus,Shefsky & Froelich Ltd.
12/03/2014,Sawyer,$300.00,Kevin Conlon,"Conlon & Dunn Public Strategies, Inc"
06/30/2012,Pawar,$500.00,Michael Houlihan,"ALL-CIRCO, Inc."
12/09/2013,Dowell,$250.00,Richard Joseph,Concessions International LLC
06/14/2012,Waguespack,$250.00,James Banks,Law Offices of Samuel V.P.Banks
09/11/2012,Reilly,$1500.00,Judith Roettig,Chicagoland Apartment Association
06/10/2014,Reilly,$500.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
09/10/2013,Reilly,$500.00,James Banks,Law Offices of Samuel V.P.Banks
04/30/2014,Austin,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
03/15/2012,Moreno,$500.00,James Banks,Law Offices of Samuel V.P.Banks
03/27/2013,Solis,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
03/26/2015,O'Connor,$250.00,Kate Tragesser,Krieg DeVault LLP
05/19/2014,NA,$500.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
09/13/2012,NA,$100.00,Pat Doerr,Hospitality Business Assoc. of Chicago
05/22/2012,NA,$200.00,James Banks,Law Offices of Samuel V.P.Banks
02/18/2014,Fioretti,$250.00,Robert Repel,Robert Repel
08/28/2014,Arena,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
06/30/2012,Reilly,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
05/22/2012,NA,$200.00,James Banks,Law Offices of Samuel V.P.Banks
04/11/2013,Burnett,$250.00,Michael Sutton,"Infrastructure Engineering, Inc."
05/31/2013,Moore,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
10/16/2014,Laurino,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
04/30/2014,Austin,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
02/26/2014,Hairston,$150.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
02/18/2014,Fioretti,$250.00,Robert Repel,Robert Repel
06/30/2012,Pawar,$500.00,Michael Houlihan,"ALL-CIRCO, Inc."
01/15/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
02/08/2012,Munoz,$500.00,Joseph Cini,"Global Solutions Group, LLC"
08/28/2014,Arena,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
01/01/2013,O'Connor,$100.00,Joseph Gattuso,Shefsky & Froelich Ltd.
09/08/2012,Solis,$250.00,Sam Toia,Illinois Restaurant Association
09/24/2014,NA,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
09/23/2014,NA,$1000.00,Paul Rosenfeld,"Government Navigation Group, Inc"
12/13/2014,NA,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
01/28/2015,Hopkins,$500.00,Jerome Schain,Schain Banks Kenny & Schwartz
01/29/2014,Fioretti,$250.00,Edward Kus,Taft Stettinius & Hollister LLP
10/16/2014,Laurino,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
03/27/2013,Solis,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
08/21/2012,Burnett,$300.00,Michael Sutton,Infrastructure Engineering Inc
08/11/2014,Graham,$500.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
02/06/2013,Hairston,$150.00,Michael Sutton,"Infrastructure Engineering, Inc."
03/27/2013,NA,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
09/13/2012,Austin,$1000.00,William Smith,Cornerstone Government Affairs
03/27/2013,NA,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
07/19/2012,Moreno,$250.00,Pat Doerr,Hospitality Business Assoc. of Chicago
11/25/2014,Cappleman,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
06/30/2012,Reilly,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
05/19/2014,NA,$500.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
08/15/2012,Jackson,$1500.00,Michael Sutton,Infrastructure Engineering Inc
06/03/2014,Moreno,$500.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
03/20/2013,NA,$250.00,Kevin Wolfberg,"Schain, Buney, Banks & Kenny, Ltd."
01/30/2015,Pope,$1000.00,Michael Brown,"Rory Group, LLC."
02/13/2015,Mell,$500.00,Terry Teele,"Rory Group, LLC."
08/11/2014,Graham,$500.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
01/16/2015,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
10/29/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
08/14/2012,Burnett,$150.00,Edward Kus,Shefsky & Froelich Ltd.
08/11/2014,Graham,$500.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
01/27/2015,Beale,$200.00,Lisa Ouzounian,Comcast
10/03/2012,Burns,$75.00,Edward Kus,Shefsky & Froelich Ltd.
04/30/2014,Austin,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
10/09/2012,O'Connor,$100.00,Patrick Hanlon,Ungaretti & Harris LLP
01/05/2015,Zalewski,$250.00,Robert Markin,"Chico & Nunes, P.C."
01/28/2015,Beale,$1000.00,Michael Brown,"Rory Group, LLC."
01/27/2015,Hairston,$1000.00,Terry Teele,"Rory Group, LLC."
11/25/2014,Cappleman,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
06/10/2014,Reilly,$500.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
03/27/2014,Solis,$1000.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
04/11/2013,Burnett,$150.00,Edward Kus,Shefsky & Froelich Ltd.
02/11/2015,Austin,$500.00,Edward Kus,Taft Stettinius & Hollister LLP
06/17/2014,Cochran,$500.00,Jerome Schain,"Schain, Banks, Kenny & Schwartz, Ltd."
10/18/2013,Burns,$500.00,Richard Joseph,Concessions International LLC
03/27/2014,Solis,$1000.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
01/29/2014,Laurino,$250.00,Edward Kus,Taft Stettinius & Hollister LLP
04/30/2014,Burns,$75.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
11/26/2014,Pope,$250.00,Edward Kus,Taft Stettinius & Hollister LLP
08/28/2014,Arena,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
10/29/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
08/21/2012,NA,$150.00,Michael Houlihan,"ALL-CIRCO, Inc."
12/09/2014,Zalewski,$500.00,John O'Connell,John  OConnell
02/26/2014,Hairston,$150.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
01/29/2014,Laurino,$250.00,Edward Kus,Taft Stettinius & Hollister LLP
02/24/2014,Hairston,$250.00,Richard Joseph,Concessions International LLC
03/31/2015,NA,$2500.00,Terry Teele,"Rory Group, LLC."
02/26/2014,Hairston,$150.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
01/15/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
03/14/2012,Reilly,$150.00,Joseph Cini,"Global Solutions Group, LLC"
06/14/2012,Waguespack,$250.00,James Banks,Law Offices of Samuel V.P.Banks
06/05/2012,NA,$125.00,James Avgeris,"Avgeris and Associates, Inc"
04/30/2014,Burns,$75.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
02/23/2012,Burke,$250.00,Joseph Cini,"Global Solutions Group, LLC"
03/27/2014,Solis,$1000.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
10/16/2014,Laurino,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
12/12/2012,Mell,$250.00,Edward Kus,Shefsky & Froelich Ltd.
05/17/2012,Burns,$250.00,Edward Kus,Shefsky & Froelich Ltd.
01/16/2015,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
04/30/2014,Burns,$75.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
04/30/2014,Burns,$75.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
12/26/2013,NA,$250.00,Robert Markin,"Chico & Nunes, PC"
09/24/2014,NA,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
09/25/2013,NA,$200.00,Elvin Charity,"Charity & Associates, P.C."
01/15/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
01/15/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
03/27/2013,NA,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
04/30/2014,Burns,$75.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
08/21/2014,Hopkins,$250.00,Paul Rosenfeld,"Government Navigation Group, Inc"
01/15/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
06/12/2013,Tunney,$150.00,Edward Kus,Shefsky & Froelich Ltd.
06/17/2014,Cochran,$500.00,Jerome Schain,"Schain, Banks, Kenny & Schwartz, Ltd."
11/06/2014,NA,$500.00,Sarah Sheehan,Sarah Sheehan
03/15/2012,Moreno,$500.00,James Banks,Law Offices of Samuel V.P.Banks
02/26/2014,Hairston,$150.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
03/30/2015,Thompson,$500.00,James Banks,Law Offices of Samuel V.P.Banks
08/11/2014,Graham,$500.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
10/29/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
06/12/2013,NA,$75.00,Edward Kus,Shefsky & Froelich Ltd.
02/05/2013,Cardenas,$1000.00,Christopher Stone,Governmental Consulting Solutions
08/28/2014,Arena,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
01/15/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
03/20/2013,NA,$250.00,Kevin Wolfberg,"Schain Burney Ross & Citron, Ltd"
06/23/2014,Fioretti,$500.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
03/27/2013,Solis,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
12/23/2014,Burnett,$300.00,Michael Sutton,"Infrastructure Engineering, Inc."
03/27/2014,Solis,$1000.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
02/06/2013,Hairston,$150.00,Edward Kus,Shefsky & Froelich Ltd.
10/29/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
08/14/2012,Burnett,$150.00,Jack Guthman,Shefsky & Froelich Ltd.
08/11/2014,Graham,$500.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
09/24/2013,Austin,$1000.00,Michael Sutton,"Infrastructure Engineering, Inc."
01/01/2013,O'Connor,$100.00,Joseph Gattuso,Shefsky & Froelich Ltd.
06/10/2014,Reilly,$500.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
09/25/2014,Pawar,$500.00,Michael Houlihan,"ALL-CIRCO, Inc."
04/30/2014,Burns,$75.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
02/26/2014,Hairston,$150.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
02/13/2012,Burnett,$450.00,Edward Kus,Shefsky & Froelich Ltd.
04/30/2014,Austin,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
09/25/2014,Pawar,$500.00,Michael Houlihan,"ALL-CIRCO, Inc."
01/15/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
02/26/2014,Hairston,$150.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
11/25/2014,Cappleman,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
01/15/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
02/09/2015,Scott,$1500.00,Michael Sutton,"Infrastructure Engineering, Inc."
09/18/2013,NA,$250.00,Joseph Gattuso,Shefsky & Froelich Ltd.
11/28/2014,NA,$1000.00,YaFawn Smith,Comcast
01/15/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
06/12/2013,Tunney,$150.00,Edward Kus,Shefsky & Froelich Ltd.
05/31/2013,Moore,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
03/27/2013,NA,$1500.00,Yafawn Smith,Comcast
03/19/2015,Arena,$1000.00,Jerome Schain,Schain Banks Kenny & Schwartz
02/04/2015,O'Connor,$500.00,Edward Kus,Taft Stettinius & Hollister LLP
04/30/2014,Austin,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
02/09/2015,Scott,$1500.00,Michael Sutton,"Infrastructure Engineering, Inc."
09/11/2012,NA,$500.00,Judith Roettig,Chicagoland Apartment Association
04/30/2014,Austin,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
06/17/2014,Cochran,$500.00,Jerome Schain,"Schain, Banks, Kenny & Schwartz, Ltd."
05/22/2012,NA,$200.00,James Banks,Law Offices of Samuel V.P.Banks
03/27/2013,NA,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
04/30/2014,Burns,$75.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
10/18/2013,Maldonado,$500.00,Richard Joseph,Concessions International LLC
02/04/2015,O'Connor,$500.00,Edward Kus,Taft Stettinius & Hollister LLP
08/28/2014,Arena,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
09/13/2012,Austin,$1000.00,William Smith,Cornerstone Government Affairs
12/12/2013,NA,$1500.00,Yafawn Smith,Comcast
10/16/2014,Laurino,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
02/26/2014,Hairston,$150.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
06/13/2012,NA,$1000.00,Thomas Hynes,"Hynes Law Offices, LLC"
02/11/2015,Austin,$500.00,Edward Kus,Taft Stettinius & Hollister LLP
04/30/2014,Burns,$75.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
09/13/2012,Austin,$1000.00,William Smith,Cornerstone Government Affairs
05/31/2013,Moore,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
09/24/2014,NA,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
08/11/2014,Graham,$500.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
08/28/2014,Arena,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
03/27/2013,NA,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
05/19/2014,NA,$500.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
06/14/2012,Waguespack,$100.00,Pat Doerr,Hospitality Business Assoc. of Chicago
02/26/2014,Hairston,$150.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
05/17/2012,Burns,$250.00,Edward Kus,Shefsky & Froelich Ltd.
04/30/2014,Burns,$75.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
12/09/2013,Holmes,$250.00,Richard Joseph,Concessions International LLC
03/20/2013,Arena,$500.00,Kevin Wolfberg,"Schain Burney Ross & Citron, Ltd"
01/28/2015,NA,$250.00,James Banks,Law Offices of Samuel V.P.Banks
04/30/2014,Burns,$75.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
04/30/2014,Austin,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
09/25/2013,Austin,$250.00,Edward Kus,Shefsky & Froelich Ltd.
01/16/2015,Burns,$300.00,Edward Kus,Taft Stettinius & Hollister LLP
02/07/2014,Burnett,$500.00,Michael Sutton,"Infrastructure Engineering, Inc."
06/23/2014,Fioretti,$500.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
01/24/2013,Cardenas,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
09/25/2013,Austin,$250.00,Joseph Gattuso,Shefsky & Froelich Ltd.
01/14/2015,Scott,$250.00,Lisa Ouzounian,Comcast
01/24/2013,Cardenas,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
07/10/2012,Moreno,$250.00,Pat Doerr,Hospitality Business Assoc. of Chicago
01/15/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
08/20/2014,Burnett,$300.00,Edward Kus,Taft Stettinius & Hollister LLP
10/29/2013,NA,$500.00,Yafawn Smith,Comcast
11/25/2014,Cappleman,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
01/01/2013,O'Connor,$100.00,Joseph Gattuso,Shefsky & Froelich Ltd.
06/30/2012,Reilly,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
09/24/2013,Moore,$500.00,Edward Kus,Shefsky & Froelich Ltd.
09/25/2014,Pawar,$500.00,Michael Houlihan,"ALL-CIRCO, Inc."
01/16/2015,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
11/14/2012,Waguespack,$100.00,Pat Doerr,Hospitality Business Assoc. of Chicago
02/19/2015,Hopkins,$500.00,James Banks,Law Offices of Samuel V.P.Banks
12/06/2012,Fioretti,$100.00,Pat Doerr,Hospitality Business Assoc. of Chicago
03/27/2014,Solis,$1000.00,William Banks,"Schain, Banks, Kenny & Schwartz, Ltd."
08/28/2014,Arena,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
11/06/2014,Laurino,$200.00,Kevin Wolfberg,"Schain, Banks, Kenny & Schwartz, Ltd."
01/24/2013,Cardenas,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
02/13/2012,Burnett,$450.00,Edward Kus,Shefsky & Froelich Ltd.
02/26/2014,Hairston,$150.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
06/12/2013,NA,$75.00,Edward Kus,Shefsky & Froelich Ltd.
04/30/2014,Austin,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
02/09/2015,Scott,$1500.00,Michael Sutton,"Infrastructure Engineering, Inc."
04/11/2013,Burnett,$150.00,Edward Kus,Shefsky & Froelich Ltd.
11/25/2014,Cappleman,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
02/11/2015,Sawyer,$250.00,Paul Williams,Paul Williams
04/30/2014,Austin,$250.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
07/18/2013,Thompson,$750.00,Michael Sutton,"Infrastructure Engineering, Inc."
09/05/2014,Solis,$200.00,Kevin Wolfberg,"Schain, Banks, Kenny & Schwartz, Ltd."
03/27/2013,NA,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/04/2015,Thompson,$500.00,Michael Brown,"Rory Group, LLC."
06/03/2014,Moreno,$500.00,Katriina McGuire,"Schain, Banks, Kenny & Schwartz, Ltd."
09/12/2012,Munoz,$100.00,Edward Kus,Shefsky & Froelich Ltd.
01/21/2015,Laurino,$500.00,Edward Kus,Taft Stettinius & Hollister LLP
09/13/2012,NA,$150.00,Michael Sutton,Infrastructure Engineering Inc
12/16/2013,Sawyer,$500.00,Richard Joseph,Concessions International LLC
10/29/2014,O'Connor,$100.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
03/27/2013,Solis,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
08/21/2012,NA,$150.00,Michael Houlihan,"ALL-CIRCO, Inc."
02/10/2015,NA,$200.00,James Banks,Law Offices of Samuel V.P.Banks
05/31/2013,Moore,$250.00,Michael Houlihan,"ALL-CIRCO, Inc."
02/26/2014,Hairston,$150.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
03/15/2012,Moreno,$500.00,James Banks,Law Offices of Samuel V.P.Banks
04/30/2014,Burns,$75.00,Joseph Gattuso,Taft Stettinius & Hollister LLP
01/22/2016,NA,$150.00,Beth Doria,Beth Doria
03/10/2016,Mendoza,$500.00,Fidel Marquez,ComEd
02/16/2016,Mell,$250.00,Carol Ronen,Carol Ronen
02/18/2016,NA,$250.00,John Doerrer,Kaizen Inc
01/27/2016,NA,$250.00,John Doerrer,Kaizen Inc
01/27/2016,NA,$250.00,John Doerrer,Kaizen Inc
02/16/2016,NA,$1500.00,John Doerrer,Kaizen Inc
02/29/2016,NA,$1000.00,John Doerrer,Kaizen Inc
02/29/2016,NA,$250.00,John Doerrer,Kaizen Inc
02/29/2016,NA,$250.00,John Doerrer,Kaizen Inc
02/18/2016,NA,$250.00,John Doerrer,Kaizen Inc
01/27/2016,NA,$1000.00,John Doerrer,Kaizen Inc
02/09/2016,Burke,$500.00,James Watson,American Petroleum Institute
03/31/2016,NA,$0.00,Morgan Bassey,Harvestons Securities Inc
02/23/2016,Waguespack,$200.00,Jonathan Perman,The Perman Group
03/09/2016,Brookins,$1500.00,Curt Bailey,Related Midwest LLC
02/22/2016,Reilly,$500.00,Curt Bailey,Related Midwest LLC
02/23/2016,Cardenas,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/24/2016,Thompson,$300.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/24/2016,Austin,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/23/2016,Waguespack,$500.00,COURTNEY NOTTAGE,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/29/2016,Moore,$500.00,Jerry Mickelson,"Jam Productions, Ltd."
02/29/2016,NA,$500.00,Jerry Mickelson,"Jam Productions, Ltd."
01/04/2016,NA,$1000.00,Jerry Mickelson,"Jam Productions, Ltd."
03/01/2016,Ervin,$825.00,Jeanette Sublett,"Neal & Leroy, LLC"
02/24/2016,Austin,$500.00,David Dring,"Fletcher, O'Brien, Kasper & Nottage, P.C."
02/23/2016,Cardenas,$500.00,MICHAEL KASPER,"Fletcher, O'Brien, Kasper & Nottage, P.C."
04/11/2016,NA,$0.00,Brittany Peterson,Workiva Inc
